,content
388,"I have finished working on a PDF of the I Ching (Wilhelm-Baynes version).  In this PDF, every changing line is a hot link to the resulting hexagram, and each hexagram links to it's nuclear hex. I think that this will prove useful tool for study- at least for the beginner, like me.   YMMV.I'm sure that there must be some errors with the links.  Please let me know if you find any.-tb"
389,"I just received the following notice from Steve Marshall and am posting it here for those who may not be on his mailing list.  He has done an update to the Chinese version of the Yi at http://biroco.com/yijing/zhouyi.htm   :bows:""Stylesheets for the entire BIROCO.COM have been revised to take account of higher resolution screens becoming more commonplace. In the process I have made changes to the YIJING DAO site. Typography and leading have been improved for readability, and numerous little details tidied up or simplified. Most notably I have removed the Big5 Harvard-Yenching Zhouyi and made the UTF-8 Unicode version the only one available. The Big5 version had had its day, and now I am more satisfied having only the Unicode transcription here, because it is completely accurate, whereas the Big5 version had to employ a number of substitute characters to take account of their absence in Big5 encoding. Both screen and print stylesheets now specify Chinese fonts by name, with SimSun coming first, followed by PMingLiu, with a generic serif. I have also made a separate pinyin transcription. (From the 'What's new?' page.)""http://biroco.com/yijing/"
390,Another very interesting article.http://zhouyi.sdu.edu.cn/english0/newsxitong/selectedPapers/200863182522.aspSergio
391,"Notable because AFAIK it's the first I Ching program with a version for Mac as well as Windows, but unworkable for me because of the tiny font which crams both Judgement and changing lines onto a single screen.  It's also expensive - $39.  The ""translation"" is the R.L. Wing version of the Yi.  It did give me a solidly relevant answer to my test question, but Wing's by the numbers interpretation allows no room for other readings.  You can test it free for 14 days, so download it here http://www.ginkgosoftware.com/changes/ and see what you think."
392,"Suprisingly - and possibly disgraceful to some (?) (will I get told off) I consult the Iching online. It's quick, free and for me -the Hex's and lines are always spot on. My only reservations are the words they use for their interpretations though, I find them too broad and spiritless. I look eleswhere for interpretaions of the lines and Hexagrams; based on the numbers it has given me...i.e. Wilheim or what is recommended at Onlineclarity (here!).  Anyway the link is:http://www.facade.com/iching/In the drop down box where it asks the method to use:  coins/yarrow/choose for me. I usually opt for 'choose for me'. ...and even though I do it online, I treat its answer with as much respect, care and trust as I would had I have drawn it with yarrows.:bows:"
393,"This is one of the coolest book I found in Google Books and is free to download:Early Chinese Writing, by Frank H. Chalfant, 1906A must for the Yi-geeks in all of us... "
394,"Yesterday I was browsing the magazines at Borders and found that the Spring 2008 of ""Empty Vessel Magazine"" is a special issue dedicated to the Yijing. It has articles by Bruce Frantzis, Hua Ching Ni, Alfred Huang and Zhongxian Wu."
395,"If you can still get it in the newsstands, go and get the May edition of National Geographic. It is a special edition dedicated to China. Many great photographs and hexagrams mixed in."
396,"I have released a new version of my old (from the last millennium) Yijing program. It runs under Windows, from W95 to Vista, and may interest to some of the members of this group.Some relevant features:The Oracle can be consulted either with the coins or the yarrow-stalk method, using an animated interface.Oracle answers can be stored in a database. Afterwards they can be searched and analyzed with different tools.Guidance for interpreting the Oracle answers is provided, so users can know how which are the key points in the situation. (I adhere to Steve Marshall adaptation from Zhu Xi for mutating line selection).Hexagrams include both the Wilhem-Baynes translation plus an interpretation targeted to diary life.The program is easy to understand, allowing easy navigation between linked hexagrams and the English and Chinese text.A Chinese text pane, with a literal word by word translation of the Book of Changes, can be opened, side to side to the Wilhelm translation. This feature is very handy or the serious I Ching aficionado, since only in that way one can apprehend the whole range of meanings or the Oracle answers (the Chinese text is taken from the Zhouyi Zhezhong. I tried to follow Wilhelm in its amendments to the text) . Users can add their own words and insights to the text, creating in that way their own version of the I Ching.It is not free, but the text can be read freely in the evaluation version, and the oracle can be consulted 30 times. The program is only 2 MB size, can be uninstalled easily, and the installer doesn't mess with the System, since all files are installed in the program folder. Home page: http://change7.com/ichingIf anyone would like to request an editor's copy please contact me at info@change7.com.Any ideas or constructive criticism are welcome,Bernie"
397,"Just heard about this new book:This Book Babble features the latest in inspirational and meditative titles from Sterling Press.Simply I Ching by Kim FarnellI Ching is the mix of Taoist and Confucian philosophy evolved over the centuries and is considered the oldest method of divination known to man. It has long been used to help make tough decisions that logic alone can't answer. Kim Farnell breaks this magical system into an easy-to-use format to help you manage sensitive relationships with more success, develop better timing, and tap into your creative and intuitive powers. This guide includes full, easy-to-follow instructions on how to hold a consultation with the oracle, an in-depth analysis of all 64 hexagrams, and an explanation to help understand the complexities of Chinese thinking. ​I haven't read it yet..."
398,"Cool picture of Kidder Smith here...Professor of History and Asian Studies Kidder Smith was among the founding faculty members of Bowdoin's Asian Studies program when he joined the College in 1981. Over the subsequent 25 years, he helped build an Asian Studies program with 15 faculty members that is among the most distinguished in liberal-arts colleges today.Click to expand..."
399,"http://www.upress.virginia.edu/books/smith.HTM  I'm not familiar with Professor Smith's work except for his excellent online bibliography http://www.aasianst.org/eaa/smith.htm#T2 but I've pre-ordered this one.Last edited: May 11, 2008"
400,"Greetings All,    I finally got a web page up of my X-Ray Eye horoscope and astrological Yi Oracle. The basic technique groups the 12 signs of the Zodiac into 6 areas to make a linear horoscope chart. Those areas with planets in them are Yang lines in the X-Ray Eye Oracle. Those without any planets are open Yin spaces. Moving lines are also possible.The result is an Yi Oracle based upon a date turned into a six-place hexagram matrix without the need generally for an exact time or location which is generally required for an accurate astrological horoscope.The page also uses Yi or at least hexagram line place imagery to explain the 12 signs of the Zodiac. So, the web page works as an introduction to Zodiac astrology for those familiar only with the I Ching.The link is http://www.stars-n-dice.com/x-rayeye.html Dr. Frank R. Kegan Psy. D.Last edited: May 5, 2008"
401,"Take a look at this site and its philosophy.http://www.universeyi.org/Yi_Jing_EN/profilehistory.htmThe site seems to be n longer working.I tried e-mailing them but no response.Another ""kill Confucius""site....Sergio"
402,"Excellent paper with many implications on several issues:divination,sequence,usage,development...http://zhouyi.sdu.edu.cn/english0/newsxitong/selectedPapers/2008411190938.aspSergio"
403,"Implemented a conversation tree and formal consultation mode, although currently it doesn't save the consultation. Changed the term ""Monogram"" back to ""Line"", that was a stupid idea. Designation string replacement doesn't depend on Dynamic Hyperlinking, unfortunately Gender string replacement does. Defined Stackhouse external text source. Fixed the addresses to LiSe's external text source.http://members.optusnet.com.au/~svivash/"
404,"I just scanned this article that appeared in ""Early China"" No.7 1981-82. I think it is very interesting and enlightening. I actually track down these journals and books and buy them (many for good money...) I realize not all can do this or have the will to go to great length to find every possible extant detail on the Yijing. For the ones that can't, I share them with great pleasure; enjoy them with my compliments. For the ones that have no will, well, get with the program. Not everything regarding the wealth of the Yi studies is about divining one's life every step of the way. Some observations about Milfoil Divination based on Shang and Zhou bagua Numerical Symbols"
405,"I linked years ago to James Lewis's 'key hexagram' page (this is what he calls the yang change pattern). He has a new page, now, on creating a 'spread' of hexagrams for your birthday:http://www.jamesclairlewis.com/pages/iching/birthday.htmlYou'll need to start at his hexagram index first, both for hexagrams arranged as binary numbers, and for an explanation of 'key hexagrams'."
406,"The complete Flux Tome explanation of the I Ching (Flux Tome) is now newly rewritten and online. For those unfamiliar with I Ching Oracle studies independent of the received Chinese texts or traditional commentaries this novel approach breaks with academic tradition, starting by explaining the meaning of a hexagram from just the Yang line places in the 6-stage hexagram matrix. Yin is just part of the background.Since 'Once Is Not Enough'... The meaning of the hexagrams is also explained by their position in the King Wen Sequence in terms of sets of 10 hexagrams with each set overall described in the hexagram whose sequence number ends in 1 (1,11,21,31,41,51, and 61) with the meanings of all the other hexagrams being that first monad of the decad viewed in terms of a standard set of perspectives: The Dyad (hexagrams ending in 2 and 3), Triad (hexagrams ending in 4,5,6), and double dichotomy Tetrad (hexagrams ending in 7,8,9,0)... which can also be associated with the Chinese T'ai Chi (yang/yin symbol).This explanation of the KW Sequence breaks with the superficial  detail that the King Wen Sequence is  structured in terms of 32 pairs, each even numbered pattern being the opposite of its preceding odd numbered hexagram. Like a sonnet rhyme scheme, these pairs are just part of the elegance of the final product not at all anything to do with the meaning of the hexagrams or the explanation of the KW sequence. Whatever deep patterning can be found through advanced computer analysis is more a reflection of current fascination with binary switches ganged together to make a framework for programming techniques than anything relevant to the Sequence or hexagram meaning. The Yi hexagram matrix is more like the symbolical version of our brain synapse patterns which store meaning without the intermediary of language--human or computer program code. But that is another issue.Although Ezra Pound did a lousy job translating the Book of Odes from his impression of the ideogram drawings, that isn't the end of associating English language terms to classical Taoist concepts. The fundamental gestalt perspective of the Yi as graphic symbolism is universal rather than contained in ancient Chinese tomb artifacts resting in peace with their occupants.Oracle Interpretation is an act of divination which is an occult art like astrology and the fundamentals of all divination share a range of basics. This opens up a number of connections between Yi oracles and such things as the Sabian Symbols for the degrees of the Zodiac, the patterns on the Pythagorean dice cube, and the structural analysis of Yi oracles as descriptions of relevant process from the unique center of each persons personal perception.http://www.stars-n-dice.com/fluxtome.html now includes:These six independent insights packed into the unique Flux Tome (I Ching) perspective:1. Hexagram meaning from the set of Yang lines only.2. Conceptual ideograms in simple American terms as a dialect of ancient Chinese.3. Correspondence of the 360 degrees of the Zodiac to the line judgments of hexagrams 3 to 62.4. The King Wen Sequence explained by Pythagorean Tetraktys and Lao Tzu poem 425. Structural interpretation of I Ching Oracles from The Oracle Book.6. Integrated Stars-n-Dice perspective reviving the Global Awareness of the 6th Century BCEOr for the entire Stars And Dice Perspective... http://www.stars-n-dice.com/stars-n-diceprocess.htmlor just the website home page: http://www.stars-n-dice.com/index.htmlThese pages are not now totally complete (neither am I) but at least explicit and accessible to the open mind.Dr. Frank R. Kegan :bows:"
407,Another online Chinese dictionary that is quite friendly:http://www.nciku.com/
408,"Now, I've seen it all... "
409,"As I devoutly hope you know (as I've really messed up on the publicity if you don't), I'm running an I Ching class starting on April 2nd - and with the 'early bird' deadline for reduced price tickets on next Wednesday, March 19th.  If you're interested, there are lots of details here. If you're not, there are plenty of interesting threads in the other forums  Questions people have emailed me so far: Can I attend from the USA?Click to expand... Yes. Or from anywhere at all with a phone line. Won't there be international call charges?Click to expand... Not if you're in the USA, no. I'll be using a US-based conference service.   Actually, you needn't pay international call charges from anywhere. When I use this same service for a weekly call, I dial in with Skypeout. Very cheap, and quality just as good as a phone. I have some years' experience with the Yi. Will this be too basic for me?Click to expand... Hmm... possibly... in the sense that we are starting with the interpretive fundamentals of finding a question, connecting the two hexagrams, dealing with multiple moving lines, and so on. If you already have a working relationship with Yi that you're perfectly happy with, and no great desire to add to it in any way, then this is not the place for you. On the other hand, the people who've signed up so far are all quite knowledgeable.   And speaking for myself, I've found that there's always a great deal to be learned from revisiting the fundamentals - I'm certainly learning a lot even as I write the handouts and reference material for each call. I expect to learn a whole lot more from the discussion, from the group's shared readings, and from the group 'thought experiments' and individual assignments.Also, though we start with basic building blocks, we'll be building up to some more unusual interpretive tools and ideas that could well be new to you. Will this be too advanced for me?Click to expand... Not unless you don't know what a hexagram is. And even if you're unclear on the basic mechanics of the thing, you can still right-click here and download the beginners' course to get up to speed before we start. Drop me a note if you have questions (of course). I can't make it to all the calls. Will there be a recording, and should I still sign up?Click to expand... Yes, there will be recordings of each call - mp3 files you can download and listen to where and when is convenient for you. There's also a pdf handout for each call, and forum discussions where you can communicate with the group. So you won't miss any information if you miss a call, and you won't be 'left out' either. But since the calls are a place to ask questions, participate, explore ideas and get your share of the group's attention for your reading... they are valuable, and you wouldn't get the full value just by listening to the recording. So if you're likely to miss a lot of them, the I Ching course, which works with individual tuition by email and isn't time-sensitive, is probably a better option.  Are there still places available on Wednesday/ Sunday?Click to expand... Yes to both, at the time of writing.More questions? Please ask away."
410,"Well, it is news to me... I had no clue that in China they used to use rubber stamps with hexagrams to cancel postage stamps..."
411,"Hello folks,I'm new here. I'm developing another online I Ching, hopefully it's different enough from others to be worth the effort, and would be interested to know if anyone would help test it.http://www-personal.usyd.edu.au/~ctillam/changes/changes.htmThe page currently does not have its introduction, credits or acknowledgements. The random-ness is not activated, so you get a pre-determined set of readings. This is to test the stability of the design.All comments welcome. If something is not working for you, it would be helpful to know your browser and operating system, and screen size.:bows:"
412,"...in three easy steps:Visit http://www.hermetica.info.Hit ctrl+end to reach the bottom of the page.Hit 'page up' once.You will see a small yellow button with the word 'donate' on it. If you've found Brad Hatcher's Yijing at all useful, I expect you'll want to click it."
413,"I was thinking about how the I Ching is composed of a total of 384 lines (6x64)Wouldn't it be nice if you could 'interlock' the hexagrams like a jigsaw puzzle?Have a look at the following code:THE CODE0000001001000101010000110100110010110110001110101110011110111111The 64 bit code above 'defines' the whole of the I Ching, that is it maps the whole realm of change.With no repetition.This interlocking key shows a new order or cycle of change...Different both to the pure binary (Fu Hsi) and also to the Original text arrangement.You read it 6 'lines' at a time.Left to right and bottom to top.ie.1st hex= the receptive(000000)10010001010100001101001100101101100011101011100111101111112nd hex= bound/field splitting apart0(000001)001000101010000110100110010110110001110101110011110111111when you reach the last hexagrams you 'wrap around' the code...0)0000010010001010100001101001100101101100011101011100111101(11111easy to see if you write the code out on a circle.There is something about the interlocking and circular repeating nature of this arrangement that really allures me.I hope someone can shed some light on this 'discovery'I've seen no reference to an arrangement of this nature.Thanks in advance ;-)JustJoolz"
414,"Inside the image, Fleetham drew stars, water waves and tree branches while labeling core issues like testing, the curriculum, student spending and the high schools. An image of a map split in two symbolized the district’s east-west tensions.In the mandala’s center, a compass is surrounded by four hexagrams, which are six-lined symbols. Those symbols are used for divination in an ancient Chinese book called the I Ching. When asked, Fleetham did not reveal the hexagrams’ different meanings.During the mandala exercise, Fleetham invited people to share their feelings. BHS spokeswoman Betsy Erikson called the exercise smart and useful."
415,"For the music lovers in the Yi lovers...But the evening's high point was ""Fire Over Water,"" a fierce, intricate and breathtaking percussion solo by the Danish master Per Nørgård from a set of pieces called ""I Ching."" Holding forth at top speed on a carefully calibrated array of nearly a dozen drums, Currie created a web of cross-rhythms that kept changing without becoming chaotic."
416,"Dear Amigos y Amigas,With the mysterious demise of the E-Ching forum, a group of friends and I, have decided to start a new one. I used to have a Yi forum at one of my old sites but it was little known and even myself dedicated to post at E-Ching, which was widely known. Really sad loss, indeed, as there were some excellent discussions there and many knowledgeable people contributed to the, now lost, archives.In any case, a few friends asked for an alternative and I decided to start a NEW forum at the Yitoons.com site. I'm still tweaking the ""cosmetic""  part of the site but it is otherwise open for business. Here:http://www.yitoons.com/foro/index.phpJesed, when you read this, please invite any friends you have to visit the new place. Daniel and Rodrigo, for example (I can't find their email addresses)Cheers,"
417,"This just in from Olivia Cattedra:Dear HilaryI wish to let you know that I ve published the 2nd  edition of my book on I Ching in Spanish. ORACULO Y SABIDUIRIA GUIA PARA EL  ESTUDIO DEL I CHING. It has a scholar profile, since I am a researcher on Indian  and Chinese philosophy. It can be buy privately by e mail etc. Thank you for let  this info know to anybody who might be interested. All the bestOlivia from Argentinawww.yogasuave.com.ar​    I suggested she visit Luis' new forum, too."
418,"I Ching Philosophy By Eric Bryant, PresidentGnosis Artswww.gnosisarts.comWhat Is The I Ching?The I Ching is an ancient widsom book from the Chinese Taoist tradition. It is an oracle - a device used for divination. Divination is the art of reading the ""signs"" of natural events to foretell the future or gain deeper insight into the unseen spiritual forces behind a given situation.I am a Philosophical Counselor in New Jersey. I do I Ching counseling with my clients to help them become more self-aware and solve the perplexing problems in their lives. Other I Ching benefits include:*Improved attitude and outlookEliminating ""Analysis Paralysis""*Greater self-confidence*Reducing stress & anxiety*Helping you make wiser business decisions*Enhancing personal relationshipsThese and many other psychotherapeutic benefits result from devoted I Ching work. In short, the I Ching will help you find your inner counselor. The wisdom contained in the pages of the book holds up a mirror so that you can see into the heart of difficult situations.I Ching: Where Eastern Philosophy Meets Western PsychologyAs a student of Eastern philosophy and Western depth psychology, I have been doing intensive Buddhist and I Ching work for nearly 10 years now. Want More Information On The I Ching?If you are interested in this timeless Chinese oracle, feel free to contact Gnosis Arts - a NJ multi-service arts company. Gnosis Arts offers free I Ching readings, religious education classes and philosophical counseling services in Central New Jersey. Visit our site at www.gnosisarts.comLast edited: Oct 3, 2007"
419,"For those of you who don't know me, I am a philosophical practitioner in the NY area. I have just launched my latest project called IC3: Seeing to the Power of Three. IC3 stands for I Ching Conference Counseling. It is a group I Ching counseling session - in real time. It's a great way to connect with other I Ching students live and share readings, insights & interpretations. To find out more, watch the IC3 video or visit http://gnosisarts.comBe well,Eric"
420,"The foremost intent of my book, is to give among other things a solid mathematical* foundation to a psychology for man?s possible evolution*; to accomplish this end the book will explain the numerical origins of various rather mysterious and in some instances popular conundrums relevant to its thesis. As annoying as it may sound to those who benefit from lack of knowledge, it will explain beyond any shadow of mathematical* and logical doubt some essential aspects of: The I-Ching*"
421,"It's here:http://www.solarisbooks.com/books/three-unbroken/free/index.aspA sci-fi fantasy novel, one chapter per hexagram, with an excerpt posted for each hexagram. Intriguing idea, and maybe the writing will liven up as it gets going..."
422,"Greetings ALL,My work on the Flux Tome interpretation of the I Ching from the line places and line values (which places have the yang lines since the yin lines are background in the overall gua matrix) has finally become a real live website on the world wide web.My new venture the www.stars-n-dice.com website is up and running over 30 pages rewritten and edited a few times but still in process of growing and developing.Included is a page on how to cast oracles in general and the Yi in particular by thinking of 2 natural numbers 1-64.The website covers many things, but of most interest to I Ching aficianados would be  1)the Taoist I Ching pages about my interpretation of Tao, Taoism and Tao Te Ching and my work with Gia-Fu Feng on his Taoist Translation of the I Ching (Flux Tome) as a true Taoist alternative to the German Protestant Confucian perspective of Wilhelm and God know what real perspective of Cleary's Taoist, Buddhist, etc I Ching.and 2) the actual introduction of the Flux Tome Perspective including the newly rewritten page with all the Flux Tome Hexagram names and interpretation slogans for the line pairs and line places. This includes a sample oracle interpretation from just the two hexagram numbers, the names and line pairs.Stars And Dice was a book I published in 1984 upon my initial insight that the signs (and everything else) in astrology could be explained by the dot-patterns on the Dice Cube.Then I noticed that the line places of the I Ching hexagrams were also in the same patterns of the dice cube--environment line pair (1 & 6), Will line pair (2 & 5) and heart line pair (3 & 4) each pair adding to 7  like dice numbers. I have written  on this site of the connection between the King Wen Sequence and the sets of 10 hexagrams and the Pythagorean sets of the tetraktys. Other details include the explanation of astrology (and I Ching [Flux Tome]) from the timing analogs connected to the Big Bang of current astronomy through the cycles and tides of angular momentum in our Solar System--and not Newtonian gravity or Relitivity rubber sheet space-time based on doubletalk about a 19th century geometry that has never been proven consistent.Check it out, I look forward to any comments or reactions from the Yi Community. There are several links to intriguing other sites, such as an illustration of how the shadow of an 8 ft stick will trace out a Taiji over the year and a site where you can enter hexagram numbers or line values and get the oracle lines and an Yi interpretation.I welcome anyone linking to my site from theirs for an alternative perspective on the Yi etc.Science IS Magic! Dr. Frank R. Kegan, A.B, Psy.D.Click here: Science Is Magic LEARN  ASTROLOGY AND THE I CHING THROUGH STARS-N-DICE PATTERNS www.stars-n-dice.comLast edited: Nov 12, 2007"
423,If so what did you think of it?
424,"Hello all,I tried to find information about Richard Cook's book on these forums, but failed, to my astonishment. Did you see it?Here are some links: http://www.lulu.com/content/515663 (where to buy it for $100),http://linguistics.berkeley.edu/~rscook/images/CCCprev/CCCprev.html - some preview of the book.It's hard to verify the content by this preview, and I hesitate to pay such sum for ""a cat in a bag"". The author states that he has found the key to the sequence basing on the Fibonacci series and the Golden Section. Does this book really worth its money? Does everybody interested in I Ching have to read it?UPD.: aha, I've found a mention in the blog - almost a year ago: http://onlineclarity.co.uk/answers/2006/10/27/new-king-wen-sequence-book/ . So I assume that somebody already read it, didn't he?Last edited: Sep 19, 2007"
425,"Copy of an email Danny van den Berghe just sent to his I Ching news list:""A new version of our Four Pillars & Feng shui software is now available.This is now version 4.2 , which has many improvements and new functionality.Major additions are:A complete Wen Wang Gua I Ching programNow works and prints in 10 different languagesImproved graphics and printing quality..etc..The Wen Wang Gua program is probably the first English language software on this topic.For a more complete overview go here:http://www.fourpillars.net/fpfs.php ""(end email)Looking at the screenshots, I would guess that the program will make calculations easier for existing experts, but is no kind of substitute for having the expertise in the first place. Which is a stuffy way of saying it's all completely beyond me.There's a 30 day free trial - plenty of time to experiment."
426,"If I come for a personal reading face-to-face, rather than by email, what happens?We sit on cushions on the floor drinking jasmine tea and discuss what you want to ask the oracle. This is the best way to consult the I Ching, as a certain 'something' is transmitted by personal contact. I don't do many in-person readings in a year and from time to time I withdraw from giving them. This kind of reading to me is what the I Ching is all about. The very act of coming to the oracle in this way can be a powerful experience. When you have your question, the I Ching is consulted. We discuss what it says and I give you my interpretation if it is unclear to you. People often understand it straight away, because it accords with their own intuition about the situation, confirms it. A consultation can last an hour or two. I don't impose an arbitrary time limit on it, but it wouldn't take more than two hours, usually less. Each consultation has its natural close. The process is frequently mysterious, yet simple in its effect."
427,"'Definitely the most innovative I Ching book ever written,' says its author. Who knows, he could be right. I've never seen anything quite like this."
428,"Love the way she pronounces ""Yin""... I Ching Theory, Part 1I Ching Theory, Part 2"
429,"Now, this is an interesting dissertation.Part 1Part 2"
430,"The other day, Mary Halpin was asking about this book in the Midaughter list: The Zhou Book of Change(Chinese-English Bilingual Edition),translated into English by Fu Huisheng,Shangdong Friendship Press, 2000PaperbackISBN-10: 7806422919ISBN-13: 978-7806422915409 p.China International Book Trading Corporation7806422919​I thank Mary for bringing this up as I didn't have the book in my colection. Today I received a used copy I purchased from Amazon. There aren't many extant copies around, so, if interested, get it soon.Below are a few scanned pages and the cover of the book. The scans are from the first two hexagrams. Please note the book doesn't use hexagram numbers but only the hexagram's names. Click on the images for a better view."
431,I know it is a reproduction but it is a cute one...Yi Ching(Book of Changes)--China bamboo book ancient
432,"Sigh... So much hearsay spoken as historical truth...Don Lewis Looks at the I ChingNow, that's an interesting character"
433,"Dear Friends,about KI of the Nine Stars and I Ching.To invite you  to  visit the web  site www.robertobennati.eu and discover with  PaolaSgarbazzini and Roberto Bennati the efect of the Line of Earth in the Magic Square of Luo Shu of the KI 9 STARS in http://www.robertobennati.eu/RobertoBennati/testi/testi.it/KI9STELLE.xhtmlBest regardsyour sincerely                   Roberto Bennati"
434,"August 15, 2007 -- MysticBoard.com announces the launch of MB Free I-Ching Software (http://www.iching.ws/), a free downloadable program, which allows you to use the great powers of the ancient Chinese Oracle to obtain answers to your problems."
435,"Confucianism even in its primordial form had possessed the all-adoptive and creative spirit, and Confucianism at its very beginning had established inseparable relations with the Yi ! The relationship between Confucius and Yi Zhuan  (the Commentaries on the Yi ) has always been a focus argued by the experts at the Yi  and Confucian scholars. Lacking of convincing materials in the past, the relationship between Confucius and Yi Zhuan  had been veiled. Yet, the Yi Zhuan on silk excavated in Mawangdui and published in 1990s recorded the discussions on the Yi  between Confucius and his disciples. These manuscripts could prove the facts that Confucius had studied the Yi , acted by principles implicated in the Yi , and could verify Sima Qian and Ban Gu's assertion that Confucius “was interested in the Yi  in his later years” and studied the Yi in such an earnest way that “the thong threading through the bamboo slips broke three times”. These evidences directly refute the suspects in the history. The Yi Zhuan  on silk opened a new academic vision for us to make clear how the Zhouyi was adopted into Confucian system and turned out to be a treasure communicating the heaven and human.http://zhouyi.sdu.edu.cn/english/newsxitong/selectedPapers/2007127105458.aspSome newly translated materials plus recent archaeological discoveries indicate that Confucius, after leaving the Zhou court where he was a minor official in animal husbandry (but also seemed to be involved with the important rites associated with the regulation of the health of the animals throughout the kingdom  traveled and taught among the Shang, now called the Sung or Song (pronoun..'soong'). Confucius was still relatively young at this time. Confucius' father had been a Shang military officer but had died young.  His mother took him back to her own state of Lu where he was raised.  It was said that Confucius never knew where his father's grave was located.  Perhaps much of the good works down by Confucius at the city-state of Sung were a tribute to this father he never knew.  Prevailing wisdom has it that Confucius in his later years only lamented that he wished he had more time to study the Yi. Recent evidence points to Confucius' dedication to Yi studies from his beginnings as a teacher (his middle years until his death... the Yi Zhuan on silk excavated in Mawangdui and published in 1990s recorded the discussions on the Yi  between Confucius and his disciples. These manuscripts could prove the facts that Confucius had studied the Yi , acted by principles implicated in the Yi , and could verify Sima Qian and Ban Gu's assertion that Confucius “was interested in the Yi  in his later years” and studied the Yi in such an earnest way that “the thong threading through the bamboo slips broke three times.”http://tinyurl.com/3catnp . When Confucius went to live among the Sung (now a city-state) the Yi had nearly died out among them.  It appears that one reason for Confucius' visit to Lao Tzu ( 'I have met him ande he is a dragon!') was actually for the purpose of bringing the Yi back to the Sung where he established a school for study of the Yi that included the copying of the Zhouyi on bamboo slips kindly allowed to the  Sung by the Zhou.  It appears that the Guicang, originally said to be written during the Xia and  Shang Dynasties was also restored to them:.The Book of Rituals) , there is along paragraph describing Confucius ""wishing to study the politicalideology of the Shang ( �� ) (Yin, �� ) dynasty. After proving thatthe Song did not have enough documents, tai bu (Confucius) came to research Kunqian ( �� , the ancient name for what is currently referred to as Guicang ).""  See Midaughter's List Message 8345  I wonder why the wording of the Zhouyi and the Yi Jing of the Sung is strikingly different in places and why the Sung version,especially Book III, The Commentaries and the Great Treatise have really taken their place among world literature while the Zhouyi seems to be of lesser stature. Whatever the reason, Confucius restored the study of the Book of Changes from the Xia, Shang, and Zhou to the Song where a school for the study of these ancient works was established.Most people do not realize that Lao Nauxian was himself of the Sung Dynasty and that Nauxian-Wilhelm-Baynes is a Sung Dynasty work; it is not the Zhouyi (The Changes of Zhou).  Of course, this work was not available to the West until NWB was published first in Germany (1924?) and then English in 1950.  Do we have Kong Fu Tzu to thank for this?  It looks like it.  Happy Birthday Venerable One! August 27th is his birthday,& the time to gather yarrow during the full moon which occurs Aug 28th"
436,"I have some poetry pamphlets of my Dad's which I would like to distribute to anyone who wants them. There are three different ones but varying numbers of each so later comers would not get all of them. You would need to send me an A5 SAE with a 65p stamp on. If you email me I will tell you where to send it.Best wishes, Beth."
437,"Yi, the Widget:http://www.apple.com/downloads/dashboard/reference/iching.html"
438,"I am a potter living on Whidbey Island, in Washington State.  I have beenraku firing and throwing pots since 1970.  I have been throwing the I-Chingsince 1988.  I would like to offer my I Ching pots, for sale, here, but I'm notsure what the protocol is, or if there are rules against my giving out my contact information.  Each piece is hand carved and features the chinese caligraphy as well as the six lines of the hexagram, and an interpretation of the hexagram.( laminated )To date, the following hexagrams are available: 1,2,8,11,16,22,37,48,52,55,56,58,61.I would be happy to do any other of the hexagrams, by request. Digital imagesare available; I also have available a DVD documentary of my process and philosophy.Joan Govedare"
439,"- free download, no less, courtesy of Steve Marshall and by kind permission of Richmond's daughter. Here  they are, both Language of the Lines and The I Ching Oracle."
